label,x,y
flat,5.8340073,5.891374
up,6.387583,9.221289
flat,9.466219,3.0786822
up,7.283874,3.975569
flat,10.237073,2.9498487
flat,11.779931,4.7049537
flat,10.529028,3.329749
flat,10.417922,2.6750488
flat,10.832395,2.70915
complex,11.323137,2.1490006
flat,11.455714,2.6290903
flat,11.82832,1.6975032
flat,9.593022,3.2358134
flat,8.097067,9.82585
complex,9.044132,3.1860275
flat,13.38299,2.8664837
flat,13.120413,3.7441719
flat,10.626096,3.521065
up,10.537648,3.0257914
flat,8.903299,7.5581183
flat,11.017273,5.5972867
flat,6.7967596,9.566013
flat,11.945286,3.2830923
flat,9.09666,6.8581305
flat,11.095301,5.2630596
flat,8.689823,7.5013757
flat,12.794107,4.693944
up,12.6356,3.5757499
flat,8.797402,10.838178
flat,12.028661,6.7161384
flat,8.751116,9.256536
flat,11.5092535,6.6611547
complex,9.161615,3.1555133
flat,13.183774,2.1301332
complex,10.347141,2.7333426
flat,11.994254,1.629994
complex,11.768782,1.8329537
flat,11.488141,2.60698
flat,7.941673,3.797427
flat,11.964825,3.5760427
flat,12.217182,3.963812
flat,13.150152,2.1346207
flat,11.786318,1.7747471
flat,10.231483,5.0432262
flat,10.575439,7.4050717
flat,12.026197,6.9504147
flat,9.218273,8.623807
flat,12.737461,4.2182484
flat,12.387252,1.5653924
flat,10.641802,4.464742
complex,11.155384,2.2382545
flat,11.800173,2.4591687
flat,11.783616,1.9388715
flat,11.6512375,6.7026176
flat,11.725016,2.087633
flat,12.499115,1.7007793
flat,12.395574,2.1849847
flat,12.722816,3.5230265
flat,10.90116,3.5538723
flat,11.936554,3.3402612
flat,12.835387,1.9029173
flat,12.744831,3.115733
flat,12.551216,2.5469723
flat,12.765701,2.4584131
flat,12.062765,2.3424618
flat,11.29133,2.5528824
flat,9.139072,5.568997
flat,10.993026,3.4738142
flat,12.2871685,5.167158
flat,12.065121,4.3107076
flat,11.903152,3.4338284
flat,10.192537,2.8245542
flat,10.162614,2.7594588
flat,10.804698,2.8001075
flat,10.605232,6.781567
flat,11.660612,2.7473962
flat,13.145054,3.5418994
flat,13.369465,2.0374928
flat,12.265735,4.9664884
flat,12.889872,1.6588017
flat,12.6087,3.2423425
flat,11.424364,2.6391132
flat,12.300382,3.4837937
flat,11.439537,4.669207
flat,13.123666,3.0344896
flat,12.304316,3.4130783
flat,7.9604006,3.903188
flat,10.873127,3.3104782
down,4.753918,5.0111933
flat,11.00173,2.886244
flat,12.322409,2.6588838
up,10.754483,3.7053757
complex,8.718081,3.2952604
flat,5.4760294,6.5319347
flat,7.9845133,4.1132317
flat,9.031872,5.7209234
flat,11.061032,3.4492571
flat,11.540264,3.7363396
flat,11.527672,4.028069
up,11.05711,4.8597946
up,10.15466,2.957876
flat,7.7446594,4.143799
flat,9.390943,3.4444747
flat,8.291203,3.7070775
flat,5.020404,7.440833
flat,5.190531,7.3549333
flat,10.853632,5.856052
flat,5.284793,6.8874826
flat,7.7864327,6.370037
flat,9.789735,8.348216
flat,5.2978535,8.832556
up,11.874313,7.9157095
flat,7.069068,9.10423
flat,5.1973033,8.536831
flat,8.1762295,11.032818
flat,9.38218,7.3100348
flat,9.856793,5.127389
up,6.469655,5.087102
complex,3.8129523,5.9835887
flat,4.665233,7.2749934
flat,4.6172023,6.660641
complex,0.9821674,6.159132
flat,4.775016,8.099692
